Time         Phi1         Phi2         Phi3         Phi4         
1.3735e-4    7.1351       7.1340       -3.6447      -5.6140e-4   
1.3782e-4    6.9241       6.9229       -3.5996      -5.7097e-4   
1.3829e-4    6.7070       6.7058       -3.5557      -5.7989e-4   
1.3877e-4    6.4839       6.4827       -3.5132      -5.8852e-4   
1.3924e-4    6.2552       6.2540       -3.4720      -5.9650e-4   
1.3971e-4    6.0209       6.0197       -3.4322      -6.0417e-4   
1.4018e-4    5.7813       5.7801       -3.3938      -6.1118e-4   
1.4066e-4    5.5367       5.5355       -3.3568      -6.1786e-4   
1.4113e-4    5.2872       5.2859       -3.3212      -6.2387e-4   
1.4160e-4    5.0330       5.0317       -3.2870      -6.2955e-4   
1.4207e-4    4.7743       4.7731       -3.2542      -6.3454e-4   
1.4255e-4    4.5115       4.5103       -3.2229      -6.3918e-4   
1.4325e-4    4.1099       4.1086       -3.1786      -6.4514e-4   
1.4396e-4    3.7001       3.6989       -3.1376      -6.4969e-4   
1.4432e-4    3.4925       3.4912       -3.1183      -6.5143e-4   
1.4467e-4    3.2831       3.2818       -3.0998      -6.5319e-4   
1.4503e-4    3.0720       3.0707       -3.0822      -6.5434e-4   
1.4538e-4    2.8595       2.8582       -3.0654      -6.5548e-4   
1.4573e-4    2.6455       2.6442       -3.0494      -6.5603e-4   
1.4609e-4    2.4302       2.4289       -3.0343      -6.5656e-4   
1.4644e-4    2.2137       2.2124       -3.0199      -6.5650e-4   
1.4680e-4    1.9961       1.9948       -3.0064      -6.5642e-4   
1.4715e-4    1.7775       1.7763       -2.9938      -6.5576e-4   
1.4750e-4    1.5581       1.5568       -2.9819      -6.5507e-4   
1.4786e-4    1.3379       1.3366       -2.9708      -6.5381e-4   
1.4821e-4    1.1170       1.1157       -2.9606      -6.5251e-4   
1.4857e-4    0.8955       0.8942       -2.9512      -6.5065e-4   
1.4892e-4    0.6736       0.6724       -2.9426      -6.4874e-4   
1.4928e-4    0.4514       0.4501       -2.9348      -6.4629e-4   
1.4981e-4    0.1177       0.1164       -2.9246      -6.4247e-4   
1.5007e-4    -0.0491      -0.0504      -2.9202      -6.3979e-4   
1.5034e-4    -0.2160      -0.2173      -2.9162      -6.3774e-4   
1.5060e-4    -0.3829      -0.3842      -2.9127      -6.3475e-4   
1.5087e-4    -0.5496      -0.5509      -2.9096      -6.3235e-4   
1.5114e-4    -0.7162      -0.7175      -2.9069      -6.2906e-4   
1.5140e-4    -0.8826      -0.8839      -2.9047      -6.2631e-4   
1.5167e-4    -1.0488      -1.0501      -2.9029      -6.2270e-4   
1.5193e-4    -1.2146      -1.2159      -2.9015      -6.1961e-4   
1.5220e-4    -1.3802      -1.3814      -2.9006      -6.1570e-4   
1.5246e-4    -1.5453      -1.5466      -2.9001      -6.1227e-4   
1.5266e-4    -1.6689      -1.6701      -2.9000      -6.0903e-4   
1.5286e-4    -1.7922      -1.7935      -2.9001      -6.0634e-4   
1.5306e-4    -1.9152      -1.9165      -2.9005      -6.0295e-4   
1.5326e-4    -2.0379      -2.0392      -2.9011      -6.0006e-4   
1.5346e-4    -2.1604      -2.1616      -2.9019      -5.9652e-4   
1.5366e-4    -2.2824      -2.2837      -2.9030      -5.9343e-4   
1.5381e-4    -2.3737      -2.3750      -2.9039      -5.9060e-4   
1.5396e-4    -2.4649      -2.4661      -2.9050      -5.8823e-4   
1.5411e-4    -2.5557      -2.5570      -2.9062      -5.8532e-4   
1.5426e-4    -2.6464      -2.6477      -2.9075      -5.8284e-4   
1.5437e-4    -2.7143      -2.7155      -2.9086      -5.8055e-4   
1.5448e-4    -2.7820      -2.7832      -2.9098      -5.7866e-4   
1.5471e-4    -2.9170      -2.9182      -2.9123      -5.7422e-4   
1.5482e-4    -2.9843      -2.9855      -2.9136      -5.7220e-4   
1.5499e-4    -3.0849      -3.0862      -2.9158      -5.6951e-4   
1.5509e-4    -3.1477      -3.1489      -2.9172      -5.7469e-4   
1.5517e-4    -3.1946      -3.1959      -2.9184      -6.1086e-4   
1.5521e-4    -3.2181      -3.2193      -2.9191      -6.7012e-4   
1.5523e-4    -3.2327      -3.2340      -2.9196      -7.4543e-4   
1.5525e-4    -3.2437      -3.2450      -2.9200      -8.3454e-4   
1.5527e-4    -3.2519      -3.2532      -2.9203      -9.2878e-4   
1.5528e-4    -3.2602      -3.2614      -2.9207      -0.0010      
1.5529e-4    -3.2663      -3.2676      -2.9210      -0.0011      
1.5530e-4    -3.2725      -3.2738      -2.9214      -0.0013      
1.5532e-4    -3.2818      -3.2830      -2.9221      -0.0016      
1.5533e-4    -3.2910      -3.2923      -2.9230      -0.0020      
1.5534e-4    -3.2968      -3.2980      -2.9236      -0.0023      
1.5535e-4    -3.3026      -3.3038      -2.9243      -0.0027      
1.5536e-4    -3.3083      -3.3096      -2.9252      -0.0031      
1.5537e-4    -3.3141      -3.3154      -2.9261      -0.0036      
1.5538e-4    -3.3213      -3.3226      -2.9276      -0.0044      
1.5540e-4    -3.3285      -3.3298      -2.9292      -0.0053      
1.5541e-4    -3.3358      -3.3370      -2.9311      -0.0064      
1.5542e-4    -3.3430      -3.3442      -2.9334      -0.0076      
1.5543e-4    -3.3484      -3.3496      -2.9352      -0.0086      
1.5544e-4    -3.3538      -3.3550      -2.9373      -0.0096      
1.5545e-4    -3.3605      -3.3618      -2.9401      -0.0111      
1.5547e-4    -3.3707      -3.3719      -2.9448      -0.0134      
1.5547e-4    -3.3745      -3.3757      -2.9467      -0.0143      
1.5548e-4    -3.3773      -3.3786      -2.9482      -0.0149      
1.5549e-4    -3.3816      -3.3828      -2.9505      -0.0160      
1.5549e-4    -3.3859      -3.3871      -2.9529      -0.0171      
1.5550e-4    -3.3912      -3.3924      -2.9561      -0.0184      
1.5551e-4    -3.3965      -3.3978      -2.9594      -0.0197      
1.5552e-4    -3.4045      -3.4058      -2.9646      -0.0218      
1.5553e-4    -3.4085      -3.4098      -2.9673      -0.0227      
1.5554e-4    -3.4145      -3.4158      -2.9714      -0.0242      
1.5555e-4    -3.4175      -3.4188      -2.9736      -0.0249      
1.5556e-4    -3.4235      -3.4248      -2.9779      -0.0263      
1.5557e-4    -3.4295      -3.4308      -2.9824      -0.0277      
1.5558e-4    -3.4355      -3.4368      -2.9870      -0.0289      
1.5560e-4    -3.4475      -3.4487      -2.9965      -0.0314      
1.5561e-4    -3.4535      -3.4547      -3.0014      -0.0325      
1.5562e-4    -3.4625      -3.4637      -3.0088      -0.0340      
1.5563e-4    -3.4681      -3.4693      -3.0136      -0.0349      
1.5565e-4    -3.4765      -3.4777      -3.0208      -0.0362      
1.5566e-4    -3.4849      -3.4862      -3.0281      -0.0373      
1.5568e-4    -3.4954      -3.4967      -3.0375      -0.0385      
1.5570e-4    -3.5059      -3.5072      -3.0469      -0.0396      
1.5572e-4    -3.5191      -3.5203      -3.0589      -0.0406      
1.5573e-4    -3.5273      -3.5285      -3.0665      -0.0411      
1.5576e-4    -3.5437      -3.5449      -3.0818      -0.0419      
1.5578e-4    -3.5539      -3.5551      -3.0915      -0.0423      
1.5580e-4    -3.5693      -3.5705      -3.1061      -0.0426      
1.5582e-4    -3.5808      -3.5820      -3.1172      -0.0426      
1.5585e-4    -3.5980      -3.5993      -3.1338      -0.0425      
1.5587e-4    -3.6110      -3.6122      -3.1464      -0.0423      
1.5590e-4    -3.6239      -3.6251      -3.1590      -0.0420      
1.5592e-4    -3.6368      -3.6380      -3.1717      -0.0416      
1.5596e-4    -3.6626      -3.6639      -3.1971      -0.0406      
1.5601e-4    -3.6884      -3.6896      -3.2226      -0.0394      
1.5605e-4    -3.7142      -3.7154      -3.2482      -0.0381      
1.5611e-4    -3.7464      -3.7476      -3.2803      -0.0363      
1.5616e-4    -3.7785      -3.7797      -3.3123      -0.0344      
1.5623e-4    -3.8186      -3.8198      -3.3524      -0.0321      
1.5630e-4    -3.8586      -3.8598      -3.3925      -0.0298      
1.5639e-4    -3.9085      -3.9097      -3.4425      -0.0270      
1.5647e-4    -3.9583      -3.9595      -3.4925      -0.0245      
1.5660e-4    -4.0328      -4.0339      -3.5672      -0.0210      
1.5673e-4    -4.1070      -4.1081      -3.6416      -0.0179      
1.5692e-4    -4.2178      -4.2189      -3.7528      -0.0141      
1.5717e-4    -4.3554      -4.3566      -3.8908      -0.0103      
1.5747e-4    -4.5260      -4.5272      -4.0618      -0.0067      
1.5777e-4    -4.6950      -4.6961      -4.2312      -0.0042      
1.5808e-4    -4.8623      -4.8634      -4.3988      -0.0024      
1.5846e-4    -5.0689      -5.0699      -4.6058      -9.1811e-4   
1.5893e-4    -5.3231      -5.3241      -4.8606      3.2277e-4    
1.5952e-4    -5.6342      -5.6352      -5.1723      0.0012       
1.6026e-4    -6.0120      -6.0130      -5.5511      0.0018       
1.6100e-4    -6.3769      -6.3778      -5.9169      0.0021       
1.6174e-4    -6.7280      -6.7288      -6.2690      0.0023       
1.6248e-4    -7.0646      -7.0653      -6.6067      0.0025       
1.6322e-4    -7.3858      -7.3866      -6.9293      0.0027       
1.6396e-4    -7.6912      -7.6919      -7.2360      0.0028       
1.6470e-4    -7.9799      -7.9805      -7.5262      0.0029       
1.6544e-4    -8.2513      -8.2519      -7.7993      0.0030       
1.6618e-4    -8.5050      -8.5055      -8.0548      0.0031       
1.6664e-4    -8.6542      -8.6547      -8.2053      0.0032       
1.6757e-4    -8.9306      -8.9311      -8.4845      0.0033       
1.6803e-4    -9.0575      -9.0580      -8.6130      0.0034       
1.6872e-4    -9.2336      -9.2340      -8.7916      0.0034       
1.6924e-4    -9.3541      -9.3545      -8.9142      0.0035       
1.6957e-4    -9.4244      -9.4248      -8.9859      0.0035       
1.7022e-4    -9.5531      -9.5535      -9.1178      0.0036       
1.7054e-4    -9.6115      -9.6119      -9.1779      0.0036       
1.7103e-4    -9.6916      -9.6919      -9.2608      0.0036       
1.7128e-4    -9.7282      -9.7285      -9.2989      0.0036       
1.7152e-4    -9.7625      -9.7628      -9.3349      0.0036       
1.7176e-4    -9.7946      -9.7949      -9.3687      0.0036       
1.7201e-4    -9.8243      -9.8246      -9.4003      0.0036       
1.7219e-4    -9.8451      -9.8454      -9.4226      0.0036       
1.7237e-4    -9.8646      -9.8649      -9.4436      0.0036       
1.7256e-4    -9.8828      -9.8831      -9.4635      0.0036       
1.7274e-4    -9.8997      -9.9000      -9.4821      0.0036       
1.7292e-4    -9.9153      -9.9155      -9.4995      0.0036       
1.7311e-4    -9.9295      -9.9298      -9.5158      0.0036       
1.7338e-4    -9.9485      -9.9487      -9.5380      0.0035       
1.7352e-4    -9.9568      -9.9571      -9.5481      0.0035       
1.7365e-4    -9.9645      -9.9647      -9.5576      0.0035       
1.7379e-4    -9.9713      -9.9716      -9.5664      0.0035       
1.7393e-4    -9.9775      -9.9777      -9.5746      0.0034       
1.7413e-4    -9.9853      -9.9856      -9.5858      0.0034       
1.7424e-4    -9.9886      -9.9888      -9.5909      0.0034       
1.7434e-4    -9.9915      -9.9917      -9.5957      0.0033       
1.7444e-4    -9.9939      -9.9942      -9.6001      0.0033       
1.7455e-4    -9.9960      -9.9962      -9.6043      0.0032       
1.7465e-4    -9.9976      -9.9978      -9.6081      0.0032       
1.7475e-4    -9.9988      -9.9990      -9.6117      0.0032       
1.7485e-4    -9.9996      -9.9998      -9.6150      0.0031       
1.7496e-4    -9.9999      -10.000      -9.6180      0.0030       
1.7511e-4    -9.9997      -9.9999      -9.6220      0.0029       
1.7527e-4    -9.9985      -9.9987      -9.6255      0.0028       
1.7534e-4    -9.9976      -9.9978      -9.6270      0.0028       
1.7542e-4    -9.9964      -9.9966      -9.6285      0.0027       
1.7550e-4    -9.9950      -9.9952      -9.6298      0.0026       
1.7557e-4    -9.9933      -9.9935      -9.6310      0.0026       
1.7565e-4    -9.9914      -9.9916      -9.6321      0.0025       
1.7573e-4    -9.9893      -9.9895      -9.6331      0.0024       
1.7581e-4    -9.9870      -9.9872      -9.6341      0.0024       
1.7588e-4    -9.9844      -9.9846      -9.6349      0.0023       
1.7596e-4    -9.9816      -9.9818      -9.6357      0.0022       
1.7604e-4    -9.9785      -9.9787      -9.6364      0.0021       
1.7611e-4    -9.9752      -9.9754      -9.6370      0.0020       
1.7619e-4    -9.9717      -9.9719      -9.6376      0.0020       
1.7627e-4    -9.9679      -9.9681      -9.6381      0.0019       
1.7635e-4    -9.9640      -9.9641      -9.6386      0.0018       
1.7650e-4    -9.9553      -9.9554      -9.6394      0.0016       
1.7665e-4    -9.9456      -9.9458      -9.6401      0.0015       
1.7681e-4    -9.9351      -9.9353      -9.6407      0.0013       
1.7696e-4    -9.9236      -9.9238      -9.6411      0.0012       
1.7716e-4    -9.9079      -9.9081      -9.6416      0.0010       
1.7735e-4    -9.8908      -9.8909      -9.6419      9.0094e-4    
1.7759e-4    -9.8673      -9.8675      -9.6422      7.5123e-4    
1.7783e-4    -9.8416      -9.8417      -9.6423      6.3188e-4    
1.7819e-4    -9.7988      -9.7989      -9.6422      4.9802e-4    
1.7846e-4    -9.7633      -9.7635      -9.6420      4.2794e-4    
1.7863e-4    -9.7397      -9.7399      -9.6417      3.9364e-4    
1.7880e-4    -9.7150      -9.7152      -9.6414      3.6617e-4    
1.7902e-4    -9.6826      -9.6827      -9.6409      3.3838e-4    
1.7923e-4    -9.6485      -9.6486      -9.6403      3.1782e-4    
1.7933e-4    -9.6308      -9.6309      -9.6400      3.0924e-4    
1.7944e-4    -9.6126      -9.6127      -9.6396      3.0238e-4    
1.7957e-4    -9.5894      -9.5895      -9.6391      2.9475e-4    
1.7970e-4    -9.5654      -9.5655      -9.6386      2.8904e-4    
1.7990e-4    -9.5283      -9.5284      -9.6377      2.8227e-4    
1.8005e-4    -9.4994      -9.4995      -9.6369      2.7913e-4    
1.8020e-4    -9.4698      -9.4699      -9.6361      2.7676e-4    
1.8035e-4    -9.4393      -9.4394      -9.6353      2.7572e-4    
1.8065e-4    -9.3758      -9.3759      -9.6334      2.7548e-4    
1.8095e-4    -9.3091      -9.3091      -9.6312      2.7802e-4    
1.8124e-4    -9.2390      -9.2391      -9.6288      2.8209e-4    
1.8154e-4    -9.1658      -9.1658      -9.6261      2.8773e-4    
1.8191e-4    -9.0697      -9.0697      -9.6224      2.9577e-4    
1.8229e-4    -8.9686      -8.9687      -9.6182      3.0497e-4    
1.8266e-4    -8.8626      -8.8627      -9.6135      3.1453e-4    
1.8303e-4    -8.7518      -8.7518      -9.6084      3.2463e-4    
1.8340e-4    -8.6362      -8.6362      -9.6028      3.3466e-4    
1.8378e-4    -8.5158      -8.5158      -9.5967      3.4492e-4    
1.8401e-4    -8.4382      -8.4382      -9.5926      3.5111e-4    
1.8424e-4    -8.3588      -8.3588      -9.5883      3.5753e-4    
1.8471e-4    -8.1946      -8.1946      -9.5791      3.6988e-4    
1.8517e-4    -8.0235      -8.0235      -9.5691      3.8205e-4    
1.8564e-4    -7.8454      -7.8454      -9.5581      3.9379e-4    
1.8611e-4    -7.6607      -7.6606      -9.5463      4.0527e-4    
1.8657e-4    -7.4694      -7.4693      -9.5335      4.1625e-4    
1.8704e-4    -7.2717      -7.2716      -9.5198      4.2693e-4    
1.8750e-4    -7.0677      -7.0677      -9.5051      4.3708e-4    
1.8797e-4    -6.8577      -6.8577      -9.4894      4.4689e-4    
1.8826e-4    -6.7235      -6.7234      -9.4790      4.5264e-4    
1.8855e-4    -6.5870      -6.5869      -9.4683      4.5847e-4    
1.8884e-4    -6.4483      -6.4483      -9.4572      4.6387e-4    
1.8913e-4    -6.3075      -6.3074      -9.4457      4.6932e-4    
1.8942e-4    -6.1646      -6.1645      -9.4337      4.7437e-4    
1.9001e-4    -5.8725      -5.8724      -9.4086      4.8438e-4    
1.9059e-4    -5.5726      -5.5725      -9.3817      4.9310e-4    
1.9117e-4    -5.2653      -5.2652      -9.3531      5.0160e-4    
1.9175e-4    -4.9509      -4.9508      -9.3228      5.0880e-4    
1.9233e-4    -4.6299      -4.6297      -9.2908      5.1573e-4    
1.9292e-4    -4.3027      -4.3025      -9.2569      5.2136e-4    
1.9350e-4    -3.9697      -3.9696      -9.2212      5.2669e-4    
1.9408e-4    -3.6315      -3.6313      -9.1838      5.3072e-4    
1.9466e-4    -3.2884      -3.2882      -9.1445      5.3443e-4    
1.9524e-4    -2.9408      -2.9407      -9.1034      5.3684e-4    
1.9561e-4    -2.7216      -2.7214      -9.0768      5.3817e-4    
1.9597e-4    -2.5010      -2.5008      -9.0494      5.3903e-4    
1.9634e-4    -2.2790      -2.2788      -9.0214      5.3971e-4    
1.9670e-4    -2.0559      -2.0557      -8.9926      5.3992e-4    
1.9706e-4    -1.8317      -1.8314      -8.9631      5.3995e-4    
1.9743e-4    -1.6065      -1.6063      -8.9329      5.3952e-4    
1.9779e-4    -1.3805      -1.3802      -8.9020      5.3891e-4    
1.9852e-4    -0.9264      -0.9261      -8.8381      5.3679e-4    
1.9925e-4    -0.4704      -0.4701      -8.7713      5.3293e-4    
